county_fips,state_fips,2019_population
22095,22000,"42,837"
22097,22000,"82,124"
22099,22000,"53,431"
22101,22000,"49,348"
22103,22000,"260,419"
22105,22000,"134,758"
22107,22000,"4,334"
22109,22000,"110,461"
22111,22000,"22,108"
22113,22000,"59,511"
22115,22000,"47,429"
22117,22000,"46,194"
22119,22000,"38,340"
22121,22000,"26,465"
22123,22000,"10,830"
22125,22000,"15,568"
22127,22000,"13,904"
23001,23000,"108,277"
23003,23000,"67,055"
23005,23000,"295,003"
23007,23000,"30,199"
23009,23000,"54,987"
23011,23000,"122,302"
23013,23000,"39,772"
23015,23000,"34,634"
23017,23000,"57,975"
23019,23000,"152,148"
23021,23000,"16,785"
23023,23000,"35,856"
23025,23000,"50,484"
23027,23000,"39,715"
23029,23000,"31,379"
23031,23000,"207,641"
24001,24000,"70,416"
24003,24000,"579,234"
24005,24000,"827,370"
24009,24000,"92,525"
24011,24000,"33,406"
24013,24000,"168,447"
24015,24000,"102,855"
24017,24000,"163,257"
24019,24000,"31,929"
24021,24000,"259,547"
24023,24000,"29,014"
24025,24000,"255,441"
24027,24000,"325,690"
24029,24000,"19,422"
24031,24000,"1,050,688"
24033,24000,"909,327"
24035,24000,"50,381"
24037,24000,"113,510"
24039,24000,"25,616"
24041,24000,"37,181"
24043,24000,"151,049"
24045,24000,"103,609"
24047,24000,"52,276"
24510,24000,"593,490"
25001,25000,"212,990"
25003,25000,"124,944"
25005,25000,"565,217"
25007,25000,"17,332"
25009,25000,"789,034"
25011,25000,"70,180"
25013,25000,"466,372"
25015,25000,"160,830"
25017,25000,"1,611,699"
25019,25000,"11,399"
25021,25000,"706,775"
25023,25000,"521,202"
25025,25000,"803,907"
25027,25000,"830,622"
26001,26000,"10,405"
26003,26000,"9,108"
26005,26000,"118,081"
26007,26000,"28,405"
26009,26000,"23,324"
26011,26000,"14,883"
26013,26000,"8,209"
26015,26000,"61,550"
26017,26000,"103,126"
26019,26000,"17,766"
26021,26000,"153,401"
26023,26000,"43,517"
26025,26000,"134,159"
26027,26000,"51,787"
26029,26000,"26,143"
26031,26000,"25,276"
26033,26000,"37,349"
26035,26000,"30,950"
26037,26000,"79,595"
26039,26000,"14,029"
26041,26000,"35,784"
26043,26000,"25,239"
26045,26000,"110,268"
26047,26000,"33,415"
26049,26000,"405,813"
26051,26000,"25,449"
26053,26000,"13,975"
26055,26000,"93,088"
26057,26000,"40,711"
26059,26000,"45,605"
26061,26000,"35,684"
26063,26000,"30,981"
26065,26000,"292,406"
26067,26000,"64,697"
26069,26000,"25,127"
26071,26000,"11,066"
26073,26000,"69,872"
26075,26000,"158,510"
26077,26000,"265,066"
26079,26000,"18,038"
26081,26000,"656,955"
26083,26000,"2,116"
26085,26000,"11,853"
26087,26000,"87,607"
26089,26000,"21,761"
26091,26000,"98,451"
26093,26000,"191,995"
26095,26000,"6,229"
26097,26000,"10,799"
26099,26000,"873,972"
26101,26000,"24,558"
26103,26000,"66,699"
26105,26000,"29,144"
26107,26000,"43,453"
26109,26000,"22,780"
26111,26000,"83,156"
26113,26000,"15,118"
26115,26000,"150,500"
26117,26000,"63,888"
26119,26000,"9,328"
26121,26000,"173,566"
26123,26000,"48,980"
26125,26000,"1,257,584"
26127,26000,"26,467"
26129,26000,"20,997"
26131,26000,"5,720"
26133,26000,"23,460"
26135,26000,"8,241"
26137,26000,"24,668"
26139,26000,"291,830"
26141,26000,"12,592"
26143,26000,"24,019"
26145,26000,"190,539"
26147,26000,"159,128"
26149,26000,"60,964"
26151,26000,"41,170"
26153,26000,"8,094"
26155,26000,"68,122"
26157,26000,"52,245"
26159,26000,"75,677"
26161,26000,"367,601"
26163,26000,"1,749,343"
26165,26000,"33,631"
27001,27000,"15,886"
27003,27000,"356,921"
27005,27000,"34,423"
27007,27000,"47,188"
27009,27000,"40,889"
27011,27000,"4,991"
27013,27000,"67,653"
27015,27000,"25,008"
27017,27000,"35,871"
27019,27000,"105,089"
27021,27000,"29,779"
27023,27000,"11,800"
27025,27000,"56,579"
27027,27000,"64,222"
27029,27000,"8,818"
27031,27000,"5,463"
27033,27000,"11,196"
27035,27000,"65,055"
27037,27000,"429,021"
27039,27000,"20,934"
27041,27000,"38,141"
27043,27000,"13,653"
27045,27000,"21,067"
27047,27000,"30,281"
27049,27000,"46,340"
27051,27000,"5,972"
27053,27000,"1,265,843"
27055,27000,"18,600"
27057,27000,"21,491"
27059,27000,"40,596"
27061,27000,"45,130"
27063,27000,"9,846"
27065,27000,"16,337"
27067,27000,"43,199"
27069,27000,"4,298"
27071,27000,"12,229"
27073,27000,"6,623"
27075,27000,"10,641"
27077,27000,"3,740"
27079,27000,"28,887"
27081,27000,"5,639"
27083,27000,"25,474"
27085,27000,"35,893"
27087,27000,"5,527"
27089,27000,"9,336"
27091,27000,"19,683"
27093,27000,"23,222"
27095,27000,"26,277"
27097,27000,"33,386"
27099,27000,"40,062"
27101,27000,"8,194"
27103,27000,"34,274"
27105,27000,"21,629"
27107,27000,"6,375"
27109,27000,"158,293"
27111,27000,"58,746"
27113,27000,"14,119"
27115,27000,"29,579"
27117,27000,"9,126"
27119,27000,"31,364"
27121,27000,"11,249"
27123,27000,"550,321"
27125,27000,"4,055"
27127,27000,"15,170"
27129,27000,"14,548"
27131,27000,"66,972"
27133,27000,"9,315"
27135,27000,"15,165"
27137,27000,"199,070"
27139,27000,"149,013"
27141,27000,"97,238"
27143,27000,"14,865"
27145,27000,"161,075"
27147,27000,"36,649"
27149,27000,"9,805"
27151,27000,"9,266"
27153,27000,"24,664"
27155,27000,"3,259"
27157,27000,"21,627"
27159,27000,"13,682"
27161,27000,"18,612"
27163,27000,"262,440"
27165,27000,"10,897"
27167,27000,"6,207"
27169,27000,"50,484"
27171,27000,"138,377"
27173,27000,"9,709"
28001,28000,"30,693"
28003,28000,"36,953"
28005,28000,"12,297"
28007,28000,"18,174"
28009,28000,"8,259"
28011,28000,"30,628"
28013,28000,"14,361"
28015,28000,"9,947"
28017,28000,"17,103"
28019,28000,"8,210"
28021,28000,"8,988"
28023,28000,"15,541"
28025,28000,"19,316"
28027,28000,"22,124"
28029,28000,"28,065"
28031,28000,"18,636"
28033,28000,"184,945"
28035,28000,"74,897"
28037,28000,"7,713"
28039,28000,"24,500"
28041,28000,"13,586"
28043,28000,"20,758"
28045,28000,"47,632"
28047,28000,"208,080"
28049,28000,"231,840"
28051,28000,"17,010"
28053,28000,"8,064"
28055,28000,"1,327"
28057,28000,"23,390"
28059,28000,"143,617"
28061,28000,"16,383"
28063,28000,"6,990"
28065,28000,"11,128"
28067,28000,"68,098"
28069,28000,"9,742"
28071,28000,"54,019"
28073,28000,"63,343"
28075,28000,"74,125"
28077,28000,"12,586"
28079,28000,"22,786"
28081,28000,"85,436"
28083,28000,"28,183"
28085,28000,"34,153"
28087,28000,"58,595"
28089,28000,"106,272"
28091,28000,"24,573"
28093,28000,"35,294"
28095,28000,"35,252"
28097,28000,"9,775"
28099,28000,"29,118"
28101,28000,"21,018"
28103,28000,"10,417"
28105,28000,"49,587"
28107,28000,"34,192"
28109,28000,"55,535"
28111,28000,"11,973"
28113,28000,"39,288"
28115,28000,"32,174"
28117,28000,"25,126"
28119,28000,"6,792"
28121,28000,"155,271"
28123,28000,"28,124"
28125,28000,"4,321"
28127,28000,"26,658"
28129,28000,"15,916"
28131,28000,"18,336"
28133,28000,"25,110"
28135,28000,"13,809"
28137,28000,"28,321"
28139,28000,"22,015"
28141,28000,"19,383"
28143,28000,"9,632"
28145,28000,"28,815"
28147,28000,"14,286"
28149,28000,"45,381"
28151,28000,"43,909"
28153,28000,"20,183"
28155,28000,"9,689"
28157,28000,"8,630"
28159,28000,"17,955"
28161,28000,"12,108"
28163,28000,"29,690"
29001,29000,"25,343"
29003,29000,"17,712"
29005,29000,"5,143"
29007,29000,"25,388"
29009,29000,"35,789"
29011,29000,"11,754"
29013,29000,"16,172"
29015,29000,"19,443"
29017,29000,"12,133"
29019,29000,"180,463"
29021,29000,"87,364"
29023,29000,"42,478"
29025,29000,"9,020"
29027,29000,"44,743"
29029,29000,"46,305"
29031,29000,"78,871"
29033,29000,"8,679"
29035,29000,"5,982"
29037,29000,"105,780"
29039,29000,"14,349"
29041,29000,"7,426"
29043,29000,"88,595"
29045,29000,"6,797"
29047,29000,"249,948"
29049,29000,"20,387"
29051,29000,"76,745"
29053,29000,"17,709"
29055,29000,"23,920"
29057,29000,"7,561"
29059,29000,"16,878"
29061,29000,"8,278"
29063,29000,"12,547"
29065,29000,"15,573"
29067,29000,"13,185"
29069,29000,"29,131"
29071,29000,"103,967"
29073,29000,"14,706"
29075,29000,"6,571"
29077,29000,"293,086"
29079,29000,"9,850"
29081,29000,"8,352"
29083,29000,"21,824"
29085,29000,"9,544"
29087,29000,"4,403"
29089,29000,"10,001"
29091,29000,"40,117"
29093,29000,"10,125"
29095,29000,"703,011"
29097,29000,"121,328"
29099,29000,"225,081"
29101,29000,"54,062"
29103,29000,"3,959"
29105,29000,"35,723"
29107,29000,"32,708"
29109,29000,"38,355"
29111,29000,"9,776"
29113,29000,"59,013"
29115,29000,"11,920"
29117,29000,"15,227"
29119,29000,"22,837"
29121,29000,"15,117"
29123,29000,"12,088"
29125,29000,"8,697"
29127,29000,"28,530"
29129,29000,"3,617"
29131,29000,"25,619"
29133,29000,"13,180"
29135,29000,"16,132"
29137,29000,"8,644"
29139,29000,"11,551"
29141,29000,"20,627"
29143,29000,"17,076"
29145,29000,"58,236"
29147,29000,"22,092"
29149,29000,"10,529"
29151,29000,"13,615"
29153,29000,"9,174"
29155,29000,"15,805"
29157,29000,"19,136"
29159,29000,"42,339"
29161,29000,"44,573"
29163,29000,"18,302"
29165,29000,"104,418"
29167,29000,"32,149"
29169,29000,"52,607"
29171,29000,"4,696"
29173,29000,"10,309"
29175,29000,"24,748"
29177,29000,"23,018"
29179,29000,"6,270"
29181,29000,"13,288"
29183,29000,"402,022"
29185,29000,"9,397"
29186,29000,"17,894"
29187,29000,"67,215"
29189,29000,"994,205"
29195,29000,"22,761"
29197,29000,"4,660"
29199,29000,"4,902"
29201,29000,"38,280"
29203,29000,"8,166"
29205,29000,"5,930"
29207,29000,"29,025"
29209,29000,"31,952"
29211,29000,"6,089"
29213,29000,"55,928"
29215,29000,"25,398"
29217,29000,"20,563"
29219,29000,"35,649"
29221,29000,"24,730"
29223,29000,"12,873"
29225,29000,"39,592"
29227,29000,"2,013"
29229,29000,"18,289"
29510,29000,"300,576"
30001,30000,"9,453"
30003,30000,"13,319"
30005,30000,"6,681"
30007,30000,"6,237"
30009,30000,"10,725"
30011,30000,"1,252"
30013,30000,"81,366"
30015,30000,"5,635"
30017,30000,"11,402"
30019,30000,"1,690"
30021,30000,"8,613"
30023,30000,"9,140"
30025,30000,"2,846"
30027,30000,"11,050"
30029,30000,"103,806"
30031,30000,"114,434"
30033,30000,"1,258"
30035,30000,"13,753"
30037,30000,821
30039,30000,"3,379"
30041,30000,"16,484"
30043,30000,"12,221"
30045,30000,"2,007"
30047,30000,"30,458"
30049,30000,"69,432"
30051,30000,"2,337"
30053,30000,"19,980"
30055,30000,"1,664"
30057,30000,"8,600"
30059,30000,"1,862"
30061,30000,"4,397"
30063,30000,"119,600"
30065,30000,"4,633"
30067,30000,"16,606"
30069,30000,487
30071,30000,"3,954"
30073,30000,"5,911"
30075,30000,"1,682"
30077,30000,"6,890"
30079,30000,"1,077"
30081,30000,"43,806"
30083,30000,"10,803"
30085,30000,"11,004"
30087,30000,"8,937"
30089,30000,"12,113"
30091,30000,"3,309"
30093,30000,"34,915"
30095,30000,"9,642"
30097,30000,"3,737"
30099,30000,"6,147"
30101,30000,"4,736"
30103,30000,696
30105,30000,"7,396"
30107,30000,"2,126"
30109,30000,969
30111,30000,"161,300"
31001,31000,"31,363"
31003,31000,"6,298"
31005,31000,463
31007,31000,745
31009,31000,465
31011,31000,"5,192"
31013,31000,"10,783"
31015,31000,"1,919"
31017,31000,"2,955"
31019,31000,"49,659"
31021,31000,"6,459"
31023,31000,"8,016"
31025,31000,"26,248"
31027,31000,"8,402"
31029,31000,"3,924"
31031,31000,"5,689"
31033,31000,"8,910"
31035,31000,"6,203"
31037,31000,"10,709"
31039,31000,"8,846"
31041,31000,"10,777"
31043,31000,"20,026"
31045,31000,"8,589"
31047,31000,"23,595"
31049,31000,"1,794"
31051,31000,"5,636"
31053,31000,"36,565"
31055,31000,"571,327"
31057,31000,"1,693"
31059,31000,"5,462"
31061,31000,"2,979"
31063,31000,"2,627"
31065,31000,"4,676"
31067,31000,"21,513"
31069,31000,"1,837"
31071,31000,"1,969"
31073,31000,"1,990"
31075,31000,623
31077,31000,"2,356"
31079,31000,"61,353"
31081,31000,"9,324"
31083,31000,"3,380"
31085,31000,922
31087,31000,"2,762"
31089,31000,"10,067"
31091,31000,682
31093,31000,"6,445"
31095,31000,"7,046"
31097,31000,"5,071"
31099,31000,"6,495"
31101,31000,"8,034"
31103,31000,806
31105,31000,"3,632"
31107,31000,"8,332"
31109,31000,"319,090"
31111,31000,"34,914"
31113,31000,748
31115,31000,664
31117,31000,494
31119,31000,"35,099"
31121,31000,"7,755"
31123,31000,"4,642"
31125,31000,"3,519"
31127,31000,"6,972"
31129,31000,"4,148"
31131,31000,"16,012"
31133,31000,"2,613"
31135,31000,"2,891"
31137,31000,"9,034"
31139,31000,"7,148"
31141,31000,"33,470"
31143,31000,"5,213"
31145,31000,"10,724"
31147,31000,"7,865"
31149,31000,"1,357"
31151,31000,"14,224"
31153,31000,"187,196"
31155,31000,"21,578"
31157,31000,"35,618"
31159,31000,"17,284"
31161,31000,"5,246"
31163,31000,"3,001"
31165,31000,"1,166"
31167,31000,"5,920"
31169,31000,"5,003"
31171,31000,722
31173,31000,"7,224"
31175,31000,"4,158"
31177,31000,"20,729"
31179,31000,"9,385"
31181,31000,"3,487"
31183,31000,783
31185,31000,"13,679"
32001,32000,"24,909"
32003,32000,"2,266,715"
32005,32000,"48,905"
32007,32000,"52,778"
32009,32000,873
32011,32000,"2,029"
32013,32000,"16,831"
32015,32000,"5,532"
32017,32000,"5,183"
32019,32000,"57,510"
32021,32000,"4,505"
32023,32000,"46,523"
32027,32000,"6,725"
32029,32000,"4,123"
32031,32000,"471,519"
32033,32000,"9,580"
32510,32000,"55,916"
33001,33000,"61,303"
33003,33000,"48,910"
33005,33000,"76,085"
33007,33000,"31,563"
33009,33000,"89,886"
33011,33000,"417,025"
33013,33000,"151,391"
33015,33000,"309,769"
33017,33000,"130,633"
33019,33000,"43,146"
34001,34000,"263,670"
34003,34000,"932,202"
34005,34000,"445,349"
34007,34000,"506,471"
34009,34000,"92,039"
34011,34000,"149,527"
34013,34000,"798,975"
34015,34000,"291,636"
34017,34000,"672,391"
34019,34000,"124,371"
34021,34000,"367,430"
34023,34000,"825,062"
34025,34000,"618,795"
34027,34000,"491,845"
34029,34000,"607,186"
34031,34000,"501,826"
34033,34000,"62,385"
34035,34000,"328,934"
34037,34000,"140,488"
34039,34000,"556,341"
34041,34000,"105,267"
35001,35000,"679,121"
35003,35000,"3,527"
35005,35000,"64,615"
35006,35000,"26,675"
35007,35000,"11,941"
35009,35000,"48,954"
35011,35000,"1,748"
35013,35000,"218,195"
35015,35000,"58,460"
35017,35000,"26,998"
35019,35000,"4,300"
35021,35000,625
35023,35000,"4,198"
35025,35000,"71,070"
35027,35000,"19,572"
35028,35000,"19,369"
35029,35000,"23,709"
35031,35000,"71,367"
35033,35000,"4,521"
35035,35000,"67,490"
35037,35000,"8,253"
35039,35000,"38,921"
35041,35000,"18,500"
35043,35000,"146,748"
35045,35000,"123,958"
35047,35000,"27,277"
35049,35000,"150,358"
35051,35000,"10,791"
35053,35000,"16,637"
35055,35000,"32,723"
35057,35000,"15,461"
35059,35000,"4,059"
35061,35000,"76,688"
36001,36000,"305,506"
36003,36000,"46,091"
36005,36000,"1,418,207"
36007,36000,"190,488"
36009,36000,"76,117"
36011,36000,"76,576"
36013,36000,"126,903"
36015,36000,"83,456"
36017,36000,"47,207"
36019,36000,"80,485"
36021,36000,"59,461"
36023,36000,"47,581"
36025,36000,"44,135"
36027,36000,"294,218"
36029,36000,"918,702"
36031,36000,"36,885"
36033,36000,"50,022"
36035,36000,"53,383"
36037,36000,"57,280"
36039,36000,"47,188"
36041,36000,"4,416"
36043,36000,"61,319"
36045,36000,"109,834"
36047,36000,"2,559,903"
36049,36000,"26,296"
36051,36000,"62,914"
36053,36000,"70,941"
36055,36000,"741,770"
36057,36000,"49,221"
36059,36000,"1,356,924"
36061,36000,"1,628,706"
36063,36000,"209,281"
36065,36000,"228,671"
36067,36000,"460,528"
36069,36000,"109,777"
36071,36000,"384,940"
36073,36000,"40,352"
36075,36000,"117,124"
36077,36000,"59,493"
36079,36000,"98,320"
36081,36000,"2,253,858"
36083,36000,"158,714"
36085,36000,"476,143"
36087,36000,"325,789"
36089,36000,"107,740"
36091,36000,"229,863"
36093,36000,"155,299"
36095,36000,"30,999"
36097,36000,"17,807"
36099,36000,"34,016"
36101,36000,"95,379"
36103,36000,"1,476,601"
36105,36000,"75,432"
36107,36000,"48,203"
36109,36000,"102,180"
36111,36000,"177,573"
36113,36000,"63,944"
36115,36000,"61,204"
36117,36000,"89,918"
36119,36000,"967,506"
36121,36000,"39,859"
36123,36000,"24,913"
37001,37000,"169,509"
37003,37000,"37,497"
37005,37000,"11,137"
37007,37000,"24,446"
37009,37000,"27,203"
37011,37000,"17,557"
37013,37000,"46,994"
37015,37000,"18,947"
37017,37000,"32,722"
37019,37000,"142,820"
37021,37000,"261,191"
37023,37000,"90,485"
37025,37000,"216,453"
37027,37000,"82,178"
37029,37000,"10,867"
37031,37000,"69,473"
37033,37000,"22,604"
37035,37000,"159,551"
37037,37000,"74,470"
37039,37000,"28,612"
37041,37000,"13,943"
37043,37000,"11,231"
37045,37000,"97,947"
37047,37000,"55,508"
37049,37000,"102,139"
37051,37000,"335,509"
37053,37000,"27,763"
37055,37000,"37,009"
37057,37000,"167,609"
37059,37000,"42,846"
37061,37000,"58,741"
37063,37000,"321,488"
37065,37000,"51,472"
37067,37000,"382,295"
37069,37000,"69,685"
37071,37000,"224,529"
37073,37000,"11,562"
37075,37000,"8,441"
37077,37000,"60,443"
37079,37000,"21,069"
37081,37000,"537,174"
37083,37000,"50,010"
37085,37000,"135,976"
37087,37000,"62,317"
37089,37000,"117,417"
37091,37000,"23,677"
37093,37000,"55,234"
37095,37000,"4,937"
37097,37000,"181,806"
37099,37000,"43,938"
37101,37000,"209,339"
37103,37000,"9,419"
37105,37000,"61,779"
37107,37000,"55,949"
37109,37000,"86,111"
37111,37000,"45,756"
37113,37000,"35,858"
37115,37000,"21,755"
37117,37000,"22,440"
37119,37000,"1,110,356"
37121,37000,"14,964"
37123,37000,"27,173"
37125,37000,"100,880"
37127,37000,"94,298"
37129,37000,"234,473"
37131,37000,"19,483"
37133,37000,"197,938"
37135,37000,"148,476"
37137,37000,"12,726"
37139,37000,"39,824"
37141,37000,"63,060"
37143,37000,"13,463"
37145,37000,"39,490"
37147,37000,"180,742"
37149,37000,"20,724"
37151,37000,"143,667"
37153,37000,"44,829"
37155,37000,"130,625"
37157,37000,"91,010"
37159,37000,"142,088"
37161,37000,"67,029"
37163,37000,"63,531"
37165,37000,"34,823"
37167,37000,"62,806"
37169,37000,"45,591"
37171,37000,"71,783"
37173,37000,"14,271"
37175,37000,"34,385"
37177,37000,"4,016"
37179,37000,"239,859"
37181,37000,"44,535"
37183,37000,"1,111,761"
37185,37000,"19,731"
37187,37000,"11,580"
37189,37000,"56,177"
37191,37000,"123,131"
37193,37000,"68,412"
37195,37000,"81,801"
37197,37000,"37,667"
37199,37000,"18,069"
38001,38000,"2,216"
38003,38000,"10,415"
38005,38000,"6,832"
38007,38000,928
38009,38000,"6,282"
38011,38000,"3,024"
38013,38000,"2,115"
38015,38000,"95,626"
38017,38000,"181,923"
38019,38000,"3,762"
38021,38000,"4,872"
38023,38000,"2,264"
38025,38000,"4,424"
38027,38000,"2,287"
38029,38000,"3,241"
38031,38000,"3,210"
38033,38000,"1,761"
38035,38000,"69,451"
38037,38000,"2,274"
38039,38000,"2,231"
38041,38000,"2,499"
38043,38000,"2,480"
38045,38000,"4,046"
38047,38000,"1,850"
38049,38000,"5,745"
38051,38000,"2,497"
38053,38000,"15,024"
38055,38000,"9,450"
38057,38000,"8,187"
38059,38000,"31,364"
38061,38000,"10,545"
38063,38000,"2,879"
38065,38000,"1,959"
38067,38000,"6,801"
38069,38000,"3,975"
38071,38000,"11,519"
38073,38000,"5,218"
38075,38000,"2,327"
38077,38000,"16,177"
38079,38000,"14,176"
38081,38000,"3,898"
38083,38000,"1,315"
38085,38000,"4,230"
38087,38000,750
38089,38000,"31,489"
38091,38000,"1,890"
38093,38000,"20,704"
38095,38000,"2,189"
38097,38000,"8,036"
38099,38000,"10,641"
38101,38000,"67,641"
38103,38000,"3,834"
38105,38000,"37,589"
39001,39000,"27,698"
39003,39000,"102,351"
39005,39000,"53,484"
39007,39000,"97,241"
39009,39000,"65,327"
39011,39000,"45,656"
39013,39000,"67,006"
39015,39000,"43,432"
39017,39000,"383,134"
39019,39000,"26,914"
39021,39000,"38,885"
39023,39000,"134,083"
39025,39000,"206,428"
39027,39000,"41,968"
39029,39000,"101,883"
39031,39000,"36,600"
39033,39000,"41,494"
39035,39000,"1,235,072"
39037,39000,"51,113"
39039,39000,"38,087"
39041,39000,"209,177"
39043,39000,"74,266"
39045,39000,"157,574"
39047,39000,"28,525"
39049,39000,"1,316,756"
39051,39000,"42,126"
39053,39000,"29,898"
39055,39000,"93,649"
39057,39000,"168,937"
39059,39000,"38,875"
39061,39000,"817,473"
39063,39000,"75,783"
39065,39000,"31,365"
39067,39000,"15,040"
39069,39000,"27,006"
39071,39000,"43,161"
39073,39000,"28,264"
39075,39000,"43,960"
39077,39000,"58,266"
39079,39000,"32,413"
39081,39000,"65,325"
39083,39000,"62,322"
39085,39000,"230,149"
39087,39000,"59,463"
39089,39000,"176,862"
39091,39000,"45,672"
39093,39000,"309,833"
39095,39000,"428,348"
39097,39000,"44,731"
39099,39000,"228,683"
39101,39000,"65,093"
39103,39000,"179,746"
39105,39000,"22,907"
39107,39000,"41,172"
39109,39000,"106,987"
39111,39000,"13,654"
39113,39000,"531,687"
39115,39000,"14,508"
39117,39000,"35,328"
39119,39000,"86,215"
39121,39000,"14,424"
39123,39000,"40,525"
39125,39000,"18,672"
39127,39000,"36,134"
39129,39000,"58,457"
39131,39000,"27,772"
39133,39000,"162,466"
39135,39000,"40,882"
39137,39000,"33,861"
39139,39000,"121,154"
39141,39000,"76,666"
39143,39000,"58,518"
39145,39000,"75,314"
39147,39000,"55,178"
39149,39000,"48,590"
39151,39000,"370,606"
39153,39000,"541,013"
39155,39000,"197,974"
39157,39000,"91,987"
39159,39000,"58,988"
39161,39000,"28,275"
39163,39000,"13,085"
39165,39000,"234,602"
39167,39000,"59,911"
39169,39000,"115,710"
39171,39000,"36,692"
39173,39000,"130,817"
39175,39000,"21,772"
40001,40000,"22,194"
40003,40000,"5,702"
40005,40000,"13,758"
40007,40000,"5,311"
40009,40000,"21,859"
40011,40000,"9,429"
40013,40000,"47,995"
40015,40000,"28,762"
40017,40000,"148,306"
40019,40000,"48,111"
40021,40000,"48,657"
40023,40000,"14,672"
40025,40000,"2,137"
40027,40000,"284,014"
40029,40000,"5,495"
40031,40000,"120,749"
40033,40000,"5,666"
40035,40000,"14,142"
40037,40000,"71,522"
40039,40000,"29,003"
40041,40000,"43,009"
40043,40000,"4,891"
40045,40000,"3,859"
40047,40000,"61,056"
40049,40000,"27,711"
40051,40000,"55,834"
40053,40000,"4,333"
40055,40000,"5,712"
40057,40000,"2,653"
40059,40000,"3,688"
40061,40000,"12,627"
40063,40000,"13,279"
40065,40000,"24,530"
40067,40000,"6,002"
40069,40000,"11,085"
40071,40000,"43,538"
40073,40000,"15,765"
40075,40000,"8,708"
40077,40000,"10,073"
40079,40000,"49,853"
40081,40000,"34,877"
40083,40000,"48,011"
40085,40000,"10,253"
40087,40000,"40,474"
40089,40000,"32,832"
40091,40000,"19,596"
40093,40000,"7,629"
40095,40000,"16,931"
40097,40000,"41,100"
40099,40000,"14,073"
40101,40000,"67,997"
40103,40000,"11,131"
40105,40000,"10,076"
40107,40000,"11,993"
40109,40000,"797,434"
40111,40000,"38,465"
40113,40000,"46,963"
40115,40000,"31,127"
40117,40000,"16,376"
40119,40000,"81,784"
40121,40000,"43,654"
40123,40000,"38,284"
40125,40000,"72,592"
40127,40000,"11,096"
40129,40000,"3,583"
40131,40000,"92,459"
40133,40000,"24,258"
40135,40000,"41,569"
40137,40000,"43,143"
40139,40000,"19,983"
40141,40000,"7,250"
40143,40000,"651,552"
40145,40000,"81,289"
40147,40000,"51,527"
40149,40000,"10,916"
40151,40000,"8,793"
40153,40000,"20,211"
41001,41000,"16,124"
41003,41000,"93,053"
41005,41000,"418,187"
41007,41000,"40,224"
41009,41000,"52,354"
41011,41000,"64,487"
41013,41000,"24,404"
41015,41000,"22,925"
41017,41000,"197,692"
41019,41000,"110,980"
41021,41000,"1,912"
41023,41000,"7,199"
41025,41000,"7,393"
41027,41000,"23,382"
41029,41000,"220,944"
41031,41000,"24,658"
41033,41000,"87,487"
41035,41000,"68,238"
41037,41000,"7,869"
41039,41000,"382,067"
41041,41000,"49,962"
41043,41000,"129,749"
41045,41000,"30,571"
41047,41000,"347,818"
41049,41000,"11,603"
41051,41000,"812,855"
41053,41000,"86,085"
41055,41000,"1,780"
41057,41000,"27,036"
41059,41000,"77,950"
41061,41000,"26,835"
41063,41000,"7,208"
41065,41000,"26,682"
41067,41000,"601,592"
41069,41000,"1,332"
41071,41000,"107,100"
42001,42000,"103,009"
42003,42000,"1,216,045"
42005,42000,"64,735"
42007,42000,"163,929"
42009,42000,"47,888"
42011,42000,"421,164"
42013,42000,"121,829"
42015,42000,"60,323"
42017,42000,"628,270"
42019,42000,"187,853"
42021,42000,"130,192"
42023,42000,"4,447"
42025,42000,"64,182"
42027,42000,"162,385"
42029,42000,"524,989"
42031,42000,"38,438"
42033,42000,"79,255"
42035,42000,"38,632"
42037,42000,"64,964"
42039,42000,"84,629"
42041,42000,"253,370"
42043,42000,"278,299"
42045,42000,"566,747"
42047,42000,"29,910"
42049,42000,"269,728"
42051,42000,"129,274"
42053,42000,"7,247"
42055,42000,"155,027"
42057,42000,"14,530"
42059,42000,"36,233"
42061,42000,"45,144"
42063,42000,"84,073"
42065,42000,"43,425"
42067,42000,"24,763"
42069,42000,"209,674"
42071,42000,"545,724"
42073,42000,"85,512"
42075,42000,"141,793"
42077,42000,"369,318"
42079,42000,"317,417"
42081,42000,"113,299"
42083,42000,"40,625"
42085,42000,"109,424"
42087,42000,"46,138"
42089,42000,"170,271"
42091,42000,"830,915"
42093,42000,"18,230"
42095,42000,"305,285"
42097,42000,"90,843"
42099,42000,"46,272"
42101,42000,"1,584,064"
42103,42000,"55,809"
42105,42000,"16,526"
42107,42000,"141,359"
42109,42000,"40,372"
42111,42000,"73,447"
42113,42000,"6,066"
42115,42000,"40,328"
42117,42000,"40,591"
42119,42000,"44,923"
42121,42000,"50,668"
42123,42000,"39,191"
42125,42000,"206,865"
42127,42000,"51,361"
42129,42000,"348,899"
42131,42000,"26,794"
42133,42000,"449,058"
44001,44000,"48,479"
44003,44000,"164,292"
44005,44000,"82,082"
44007,44000,"638,931"
44009,44000,"125,577"
45001,45000,"24,527"
45003,45000,"170,872"
45005,45000,"8,688"
45007,45000,"202,558"
45009,45000,"14,066"
45011,45000,"20,866"
45013,45000,"192,122"
45015,45000,"227,907"
45017,45000,"14,553"
45019,45000,"411,406"
45021,45000,"57,300"
45023,45000,"32,244"
45025,45000,"45,650"
